"SubjectId","ActivityName","tBodyAccmeanX","tBodyAccmeanY","tBodyAccmeanZ","tBodyAccstdX","tBodyAccstdY","tBodyAccstdZ","tGravityAccmeanX","tGravityAccmeanY","tGravityAccmeanZ","tGravityAccstdX","tGravityAccstdY","tGravityAccstdZ","tBodyAccJerkmeanX","tBodyAccJerkmeanY","tBodyAccJerkmeanZ","tBodyAccJerkstdX","tBodyAccJerkstdY","tBodyAccJerkstdZ","tBodyGyromeanX","tBodyGyromeanY","tBodyGyromeanZ","tBodyGyrostdX","tBodyGyrostdY","tBodyGyrostdZ","tBodyGyroJerkmeanX","tBodyGyroJerkmeanY","tBodyGyroJerkmeanZ","tBodyGyroJerkstdX","tBodyGyroJerkstdY","tBodyGyroJerkstdZ","tBodyAccMagmean","tBodyAccMagstd","tGravityAccMagmean","tGravityAccMagstd","tBodyAccJerkMagmean","tBodyAccJerkMagstd","tBodyGyroMagmean","tBodyGyroMagstd","tBodyGyroJerkMagmean","tBodyGyroJerkMagstd","fBodyAccmeanX","fBodyAccmeanY","fBodyAccmeanZ","fBodyAccstdX","fBodyAccstdY","fBodyAccstdZ","fBodyAccmeanFreqX","fBodyAccmeanFreqY","fBodyAccmeanFreqZ","fBodyAccJerkmeanX","fBodyAccJerkmeanY","fBodyAccJerkmeanZ","fBodyAccJerkstdX","fBodyAccJerkstdY","fBodyAccJerkstdZ","fBodyAccJerkmeanFreqX","fBodyAccJerkmeanFreqY","fBodyAccJerkmeanFreqZ","fBodyGyromeanX","fBodyGyromeanY","fBodyGyromeanZ","fBodyGyrostdX","fBodyGyrostdY","fBodyGyrostdZ","fBodyGyromeanFreqX","fBodyGyromeanFreqY","fBodyGyromeanFreqZ","fBodyAccMagmean","fBodyAccMagstd","fBodyAccMagmeanFreq","fBodyBodyAccJerkMagmean","fBodyBodyAccJerkMagstd","fBodyBodyAccJerkMagmeanFreq","fBodyBodyGyroMagmean","fBodyBodyGyroMagstd","fBodyBodyGyroMagmeanFreq","fBodyBodyGyroJerkMagmean","fBodyBodyGyroJerkMagstd","fBodyBodyGyroJerkMagmeanFreq"
1,"LAYING",0.27139060376,-0.016950708974,-0.1171372779,-0.33868229274,-0.20250938482,-0.44899416594,0.7679648302,-0.28931322548,0.060669020442,-0.9647810252,-0.9597108846,-0.9466041868,0.092004484784,0.026451819856,-0.015609818958,-0.34911790068,-0.302007608678,-0.6269946192,0.007887477741,-0.132650197432,0.08427615988,-0.55632158176,-0.3560675194678,-0.308013481712,-0.1465863188438,-0.033960421327,-0.05602740044,-0.5438668404,-0.5987121696,-0.49452742846,-0.272150688376,-0.37255324228,-0.272150688376,-0.37255324228,-0.38598266418,-0.34425382554,-0.281741198758,-0.43316548136,-0.5592113714,-0.61327928966,-0.34484942182,-0.227725170416,-0.51046686752,-0.338540932056,-0.2417903138892,-0.461487481574,-0.27112396868,0.099916005828,0.09855225527966,-0.388088128136,-0.3407312420234,-0.5988425423,-0.368393011416,-0.308224607118,-0.6539612098,-0.214660963428,-0.2601147952,-0.12174848042,-0.46450920412,-0.434459972854,-0.30000343316,-0.58717662818,-0.32131869504,-0.3749505987,-0.09429198614,-0.178654391002,-0.166894943484,-0.33856920622,-0.49184595178,0.119695742806,-0.333287869216,-0.3669307584214,0.07056711684,-0.47301264062,-0.50531020636,0.03523065662,-0.60844465072,-0.6490921706,0.154496982874
1,"SITTING",0.283933313959574,-0.0204505303276596,-0.113562339404255,-0.684463243555319,-0.644229352542553,-0.602814241361702,0.797327205744681,-0.0420959556170213,-0.0455801301553191,-0.955263537234042,-0.969908668723404,-0.939109957021277,0.0913147946468085,0.0463136904404255,0.0637738454385106,-0.677908565957447,-0.735482971942553,-0.699679812234043,-0.060167077712766,-0.076023133762766,0.126583427987234,-0.81910202212766,-0.642633108255319,-0.708003698531915,-0.109916087270213,0.00335832762127659,-0.0279764910638298,-0.796718016595745,-0.681798546765957,-0.808794781914894,-0.637723380080851,-0.635472542553192,-0.637723380080851,-0.635472542553192,-0.685380090787234,-0.646306965957447,-0.651094278319149,-0.681033650531915,-0.728211860425532,-0.705769747361702,-0.667002586382979,-0.668628707659574,-0.616605136244681,-0.693084036404255,-0.654391984168085,-0.628447343170213,-0.114758703204255,0.0407124443829787,0.129456157114681,-0.682004577851064,-0.734473452317021,-0.668638329787234,-0.703337466468085,-0.757310395468085,-0.730315756085106,0.0679129577021277,-0.101615132822766,-0.0658951467297872,-0.759795736170213,-0.624400446978723,-0.709753746561702,-0.838937210851064,-0.65854454787234,-0.735073244617021,-0.0272773073191489,-0.104842358404255,-0.0866798578510638,-0.612651056382979,-0.706063926517021,0.104115372348936,-0.634573190382979,-0.664161958276596,0.199207147578723,-0.669270687,-0.749711525425532,0.0659046781276596,-0.70309423112766,-0.731031632042553,0.167177446595745
1,"STANDING",0.258577127735849,-0.0183756653739623,-0.0988114885660377,-0.565305783301887,-0.573654879679245,-0.538034507824528,0.784697534528302,0.00766969044924528,0.0103656202981132,-0.952701840377358,-0.946303371320755,-0.919345071584906,0.0728431513339623,0.0439032993949057,0.0248559879775472,-0.596030803528302,-0.64645367590566,-0.73272055445283,-0.0965842529207547,-0.0719906186226415,0.131831855566038,-0.682267866490566,-0.664817259433962,-0.633995567754717,-0.0930823486320755,-0.0310358026037736,-0.0522492956301887,-0.742211708301887,-0.782349584339623,-0.743624934150943,-0.517735324641509,-0.529705488867925,-0.517735324641509,-0.529705488867925,-0.632447802492453,-0.592732869960377,-0.565863047407547,-0.657798695660377,-0.764365507924528,-0.77922885509434,-0.579458542849057,-0.579966116733962,-0.600817216415094,-0.560497008226415,-0.600683699396226,-0.542595685467925,-0.215957413207547,0.0172769102830189,0.0136738018528302,-0.630110349811321,-0.656451610792453,-0.704294947660377,-0.597732797849057,-0.661327950509434,-0.760170607358491,-0.134018724754717,-0.254507137166038,-0.175329030773585,-0.631476885943396,-0.690337686,-0.626644596509434,-0.700763168943396,-0.655012930358491,-0.671614374283019,-0.0952900668113208,-0.176893850358491,-0.113087090969623,-0.538296267867925,-0.600964152056604,0.0185791323075472,-0.591931479384906,-0.597091705320755,0.0721851318830189,-0.69128856509434,-0.696264906132075,-0.0590936188886792,-0.77817639509434,-0.797350638301887,0.0973367258113208
1,"WALKING",0.277330758736842,-0.0173838185273684,-0.111148103547368,-0.283740258842105,0.114461336747368,-0.260027902210526,0.935223201473684,-0.282165021263158,-0.068102864,-0.976609642526316,-0.971305961473684,-0.947717226105263,0.0740416333157895,0.0282721095884211,-0.00416840617789474,-0.113615602435789,0.0670025007684211,-0.502699788526316,-0.041830963526,-0.0695300462115789,0.0849448173042105,-0.473535485894737,-0.0546077686594737,-0.344266629473684,-0.0899975423705263,-0.0398428709463158,-0.0461309295021053,-0.207421854757895,-0.304468510631579,-0.404255452631579,-0.136971176556842,-0.219688645631579,-0.136971176556842,-0.219688645631579,-0.141428809031579,-0.0744717500625263,-0.160979552536842,-0.186978364526316,-0.298703679084211,-0.325324878894737,-0.202794306326316,0.0897127264021053,-0.331560117789474,-0.319134719578947,0.056040006846,-0.279686751494737,-0.207548374494737,0.113093646103158,0.0497265196172632,-0.170546964549579,-0.0352255241130632,-0.468999224631579,-0.133586606326316,0.106739857136,-0.534713440421053,-0.209261973376842,-0.386237143210526,-0.185530281244211,-0.339032197115789,-0.103059416434737,-0.255940940315789,-0.516691938736842,-0.0335081597884211,-0.436562227473684,0.0147844986621053,-0.0657746190010526,0.00077332156431579,-0.128623450629474,-0.398032586842105,0.1906437244,-0.0571194000343158,-0.103492403002105,0.0938221807027368,-0.199252568986316,-0.321017953894737,0.268844367525895,-0.319308593778947,-0.381601911789474,0.190663448793684
1,"WALKING_DOWNSTAIRS",0.26716034677551,-0.0223746357863265,-0.113671203002041,-0.482918666702041,-0.360260325638775,-0.516211218591837,0.521952068979592,0.0151174275510204,0.117871595802041,-0.925163029387755,-0.953359275714286,-0.925500000612245,0.062736649522449,-0.00862009376326531,-0.0170216195112245,-0.524811237033878,-0.488847755163265,-0.693169891020408,0.0155599248591837,-0.109633906959184,0.081790057755102,-0.641535777953061,-0.663721955918367,-0.55427063555102,-0.102770675216327,-0.0427546328244898,-0.0729880321216327,-0.643309284081633,-0.752109208367347,-0.709141464897959,-0.40877994034898,-0.508859347816327,-0.40877994034898,-0.508859347816327,-0.541181124116327,-0.523279958443878,-0.523658463591837,-0.617799493963265,-0.712961749795918,-0.743287391632653,-0.51132534822449,-0.393959817806122,-0.577513942244898,-0.473012547985714,-0.383913506342857,-0.522808383673469,-0.269013501489796,0.00794542814489796,0.0414834252673469,-0.559333135385714,-0.51472870844898,-0.672708962857143,-0.532552624206122,-0.497149020950449,-0.712745388367347,-0.105159780428571,-0.247104109246939,-0.1623213397,-0.567907213367347,-0.668109233061224,-0.564760255836735,-0.666601160918367,-0.664456205510204,-0.593773003367347,-0.080079131277551,-0.178883309669388,-0.0976345412857143,-0.501415477489796,-0.590725623742857,0.0658692445469388,-0.527936621991837,-0.523886848344898,0.161568460673469,-0.65138931122449,-0.663945853510204,0.017480959244898,-0.748961916938776,-0.7564842,0.192386495020408
1,"WALKING_UPSTAIRS",0.284692503396226,-0.0233842265990566,-0.0952763808339623,-0.512564104132076,-0.350926530566038,-0.464608483584906,0.765326243584906,-0.0174234137283019,-0.0546767887735849,-0.967108241132075,-0.954821699622642,-0.942202521509434,0.0976720066188679,-0.00220086329664151,0.00663806122,-0.558165603698113,-0.483760569854717,-0.708286158830189,-0.0286080053943396,-0.0729994179981132,0.0775344731320755,-0.670780127358491,-0.551571238679245,-0.518016700566038,-0.0957660124698113,-0.0350617821616981,-0.0646717336792453,-0.715822055283019,-0.764231138924528,-0.652501700490566,-0.432377876575472,-0.453146176354717,-0.432377876575472,-0.453146176354717,-0.559297609622642,-0.533705536563962,-0.477682798849057,-0.595217783698113,-0.719220293132075,-0.767570351132075,-0.534655415981132,-0.384219080962264,-0.566213601660377,-0.505483267490566,-0.376088356273585,-0.457107477471698,-0.236975381120755,0.00618338949056604,-0.048930857690566,-0.586089102641509,-0.501051650754717,-0.678874902283019,-0.569079684895283,-0.50054414309434,-0.73765814364151,-0.125593615622642,-0.216523658301887,-0.158430679496226,-0.635067724207547,-0.622362002113208,-0.506302368867925,-0.684906474150943,-0.520017472330189,-0.567613549320755,-0.151944057701887,-0.289394338332076,-0.120826865577358,-0.444289925584906,-0.54401699790566,0.0494124206603774,-0.523121807915094,-0.551448711301887,0.144602905609434,-0.643085084433962,-0.634620180584906,-0.105971270287736,-0.760960403855849,-0.793972462641509,0.069600703009434
2,"LAYING",0.278062872916667,-0.0184961852547917,-0.106517317791667,-0.705890297708333,-0.6050073733125,-0.689924589583333,0.89156062,-0.221016186520833,0.0298270523958333,-0.976661717916667,-0.950394717083333,-0.926443617708333,0.0478413544583333,-0.00619134443333334,0.00311691661291667,-0.7417007971875,-0.729251276875,-0.86310740875,-0.0110450876083333,-0.0916431021541667,0.108161928395833,-0.745689719875,-0.728070914354167,-0.734612125,-0.0985707517375,-0.047885562825,-0.0513615441875,-0.80059025625,-0.868380993333333,-0.82792860625,-0.6527927319375,-0.663161042916667,-0.6527927319375,-0.663161042916667,-0.767034656458333,-0.73004573325,-0.6721933789375,-0.6911454650625,-0.846224867916667,-0.848838713125,-0.701934014354167,-0.634370586666667,-0.768320862291667,-0.708325864895833,-0.615797662625,-0.676912736145833,-0.178771694152083,-0.0924207479166667,-0.1482665454375,-0.744344647604167,-0.733456463833333,-0.849353566041667,-0.763404447083333,-0.744360965416667,-0.875646833541667,-0.0874557057391667,-0.332626854341667,-0.236918966235417,-0.722614413708333,-0.776677407708333,-0.726290410916667,-0.755677327416667,-0.70781966775,-0.762736081666667,-0.302006548229167,-0.317100034735417,-0.26197381625,-0.672426646854167,-0.711000053541667,-0.07660353260625,-0.721646851791667,-0.742876193729167,0.000942772395833333,-0.747627206666667,-0.709293397083333,-0.220879881854167,-0.85111796375,-0.856914774583333,-0.0464456983270833
2,"SITTING",0.265544278234783,-0.00706459999130435,-0.0998822074130435,-0.783613386521739,-0.746549387043478,-0.76986932326087,0.568013856086957,0.136956528978261,0.253739570641304,-0.961269333478261,-0.955138735,-0.917549120652174,0.0949134300652174,-0.00734141349132609,-0.0332925851328261,-0.831143111152174,-0.8131739275,-0.87879986826087,-0.0187149336521739,-0.0721110541086956,0.105687936326087,-0.81618055826087,-0.858472158695652,-0.803531767826087,-0.104057782021739,-0.041794786401087,-0.0472376973434783,-0.869168385652174,-0.912630150434783,-0.875299724347826,-0.734865139615217,-0.770285221869565,-0.734865139615217,-0.770285221869565,-0.831522115434782,-0.829176351713043,-0.763715783913044,-0.800665242673913,-0.892235416086957,-0.910408125217391,-0.796892324065217,-0.765605215152174,-0.805167080652174,-0.778977341565217,-0.753272495934783,-0.770187948695652,-0.16575236773913,0.0631741906086957,0.138115446456522,-0.834972647869565,-0.818219010217391,-0.868697127608696,-0.842645574347826,-0.820838496347826,-0.888037136739131,0.0625109904217391,-0.0968373768336957,-0.0414745723913043,-0.806295477130435,-0.870546251086956,-0.814028211304348,-0.821404970195652,-0.853970268913044,-0.818850991521739,-0.123776587028261,-0.093426942123913,0.023317663923913,-0.77979705316087,-0.801289552782609,0.14156218453913,-0.827841921956522,-0.831741247826087,0.267156104308696,-0.84130411326087,-0.810526101565217,-0.0511370259565217,-0.907931297826087,-0.919953865652174,0.214553635434783
2,"STANDING",0.274348668944444,-0.0172337189724074,-0.118427138157407,-0.618753964277778,-0.539283423907593,-0.562217822277778,0.599209405555556,0.033132790537037,0.15990346462963,-0.97296519,-0.967332829259259,-0.945712613148148,0.0818126699814815,-0.00244679106407408,-0.0241018791212963,-0.645617567907407,-0.639373944677407,-0.780763845740741,-0.00732606377777778,-0.0913649465055555,0.0915195076666667,-0.723484874731481,-0.621342811540741,-0.636959714074074,-0.117670530603704,-0.0232046190925926,-0.0571707457648148,-0.741192231666667,-0.821018538148148,-0.758640097777778,-0.558284409703704,-0.598578736185185,-0.558284409703704,-0.598578736185185,-0.67205080462963,-0.635664394018518,-0.573892062722222,-0.647568846740741,-0.786941259074074,-0.815666148888889,-0.624333694462963,-0.573303399655556,-0.646768385722222,-0.617750821277778,-0.552701183331481,-0.555582570846296,-0.204377612361111,0.0301955090109259,0.0106323559330741,-0.654894100962963,-0.648519108666667,-0.751401308185185,-0.668715129814815,-0.654804241925926,-0.809994776666667,-0.0345362004277778,-0.163907946544444,-0.112553204346296,-0.685269831461111,-0.704655055740741,-0.662005720851852,-0.738495101777778,-0.58544512287037,-0.663554233240741,-0.0518361364425926,-0.221397374466667,-0.0342362566512963,-0.601852099164815,-0.660398585555556,0.123088140105185,-0.627080012666667,-0.649121484592593,0.191369011474074,-0.714741075,-0.668263458018518,-0.0554385317592593,-0.817467260555556,-0.826685165,0.161137848296296
2,"WALKING",0.272806499881356,-0.0199751754554237,-0.118683656802068,-0.609563402372881,-0.535778242784746,-0.546480736076271,0.881268056610169,-0.068287339559322,-0.00733904721355932,-0.960737838474576,-0.954223475254237,-0.902792087118644,0.0557122195320339,0.0238577238559322,-0.0163098702995932,-0.644202335995763,-0.600101033915254,-0.728804814118644,-0.0845135119627119,-0.049361024390339,0.0929614111067797,-0.680918727864407,-0.700416902694915,-0.67578325740339,-0.0644538363101695,-0.0413141097627119,-0.0437948281220339,-0.67234223661017,-0.74259157479661,-0.698911406220339,-0.539477789581356,-0.547413121366102,-0.539477789581356,-0.547413121366102,-0.644336853372881,-0.59397278350678,-0.594050588389831,-0.617817212542373,-0.723503380169491,-0.716335780591525,-0.61141980479661,-0.549314485508475,-0.613147606842373,-0.60978438240678,-0.558919120847458,-0.549440085254237,-0.152485660535593,0.0741505041016949,-0.00429992900508475,-0.656108235342373,-0.626038672559322,-0.714425720559322,-0.664186463,-0.599426866067797,-0.742076343779661,-0.0883691535813559,-0.253469731554237,-0.187021305430508,-0.616700177423729,-0.69463960459322,-0.640929910169492,-0.703981026101695,-0.70760517,-0.719524854745763,-0.0192208248440678,-0.120176363011864,0.0658340020508475,-0.549697839101695,-0.618523440186441,0.0384883492983051,-0.586796833133898,-0.605869612637288,0.111175748967797,-0.660005200677966,-0.658110950847458,-0.00845271576540339,-0.724602657669492,-0.725882169629322,0.0346397889076271
